,trackId,frame,xCenter,yCenter,heading,xVelocity,yVelocity,xAcceleration,yAcceleration,class
0,0,0,155.79848,-32.42262,320.48228,1.00801,-0.85415,0.21336,0.0055,pedestrian
1,0,1,155.83893,-32.45676,320.49892,1.01738,-0.85429,0.21624,0.00617,pedestrian
2,0,2,155.87969,-32.49102,320.51998,1.02691,-0.85436,0.21843,0.00711,pedestrian
3,0,3,155.92082,-32.52536,320.5453,1.03658,-0.85433,0.21989,0.00828,pedestrian
4,0,4,155.96252,-32.55976,320.57473,1.04628,-0.85416,0.22062,0.00962,pedestrian
5,0,5,156.0046,-32.59424,320.60808,1.05599,-0.85381,0.22063,0.01103,pedestrian
6,0,6,156.04711,-32.62876,320.64521,1.06566,-0.85326,0.21995,0.01242,pedestrian
7,0,7,156.0898,-32.66339,320.68595,1.07535,-0.85244,0.21858,0.01363,pedestrian
8,0,8,156.1327,-32.69802,320.73015,1.0851,-0.85136,0.21644,0.0145,pedestrian
9,0,9,156.1758,-32.73271,320.77763,1.09496,-0.84998,0.21342,0.01484,pedestrian
10,0,10,156.21914,-32.76727,320.82825,1.10494,-0.84836,0.20934,0.01445,pedestrian
11,0,11,156.26291,-32.80166,320.88186,1.11501,-0.84657,0.20401,0.01316,pedestrian
12,0,12,156.30757,-32.8355,320.93829,1.1249,-0.84484,0.19731,0.0109,pedestrian
13,0,13,156.35257,-32.86906,320.99743,1.13458,-0.84329,0.1892,0.00772,pedestrian
14,0,14,156.39802,-32.90237,321.05911,1.14397,-0.84202,0.17965,0.0037,pedestrian
15,0,15,156.44384,-32.93563,321.12324,1.15301,-0.84109,0.16862,-0.00101,pedestrian
16,0,16,156.48997,-32.96889,321.18968,1.16166,-0.8405,0.15609,-0.00628,pedestrian
17,0,17,156.53679,-33.00187,321.25835,1.16973,-0.84038,0.14207,-0.01196,pedestrian
18,0,18,156.58408,-33.03499,321.32915,1.17707,-0.84069,0.12666,-0.01785,pedestrian
19,0,19,156.63168,-33.06839,321.402,1.18363,-0.84133,0.10998,-0.02384,pedestrian
20,0,20,156.67959,-33.10194,321.47686,1.18933,-0.84226,0.09219,-0.02987,pedestrian
21,0,21,156.72782,-33.13553,321.55367,1.19409,-0.84348,0.07345,-0.0359,pedestrian
