,trackId,frame,xCenter,yCenter,heading,xVelocity,yVelocity,xAcceleration,yAcceleration,class
7806,2,0,171.88096,-33.9777,193.55258,-1.33522,-0.25875,0.00485,-0.24079,pedestrian
7807,2,1,171.82696,-33.98677,193.59906,-1.33562,-0.26945,0.00617,-0.24453,pedestrian
7808,2,2,171.7724,-33.99673,193.65557,-1.33551,-0.2807,0.00779,-0.24725,pedestrian
7809,2,3,171.71784,-34.00714,193.72133,-1.33488,-0.29247,0.00933,-0.24862,pedestrian
7810,2,4,171.66376,-34.01847,193.79612,-1.33391,-0.30452,0.01051,-0.24841,pedestrian
7811,2,5,171.60995,-34.0308,193.87947,-1.33271,-0.31659,0.01113,-0.2465,pedestrian
7812,2,6,171.5568,-34.04388,193.97088,-1.33154,-0.32848,0.01115,-0.24292,pedestrian
7813,2,7,171.504,-34.05741,194.06984,-1.33055,-0.34016,0.01067,-0.23775,pedestrian
7814,2,8,171.45106,-34.07182,194.17587,-1.3297,-0.35138,0.00979,-0.2311,pedestrian
7815,2,9,171.39799,-34.08712,194.28848,-1.32892,-0.36192,0.0086,-0.22326,pedestrian
7816,2,10,171.34472,-34.10271,194.40718,-1.32814,-0.37176,0.00707,-0.21453,pedestrian
7817,2,11,171.29146,-34.11835,194.53152,-1.32736,-0.38102,0.00517,-0.20517,pedestrian
7818,2,12,171.23807,-34.13417,194.66103,-1.32654,-0.38974,0.00282,-0.19533,pedestrian
7819,2,13,171.18461,-34.15016,194.79525,-1.32566,-0.39797,-7e-05,-0.18512,pedestrian
7820,2,14,171.13136,-34.1666,194.93373,-1.3248,-0.40564,-0.00362,-0.17463,pedestrian
7821,2,15,171.07828,-34.18361,195.07605,-1.32405,-0.41263,-0.00787,-0.16404,pedestrian
7822,2,16,171.02545,-34.20111,195.22177,-1.32353,-0.41885,-0.01281,-0.15358,pedestrian
7823,2,17,170.97294,-34.21915,195.37049,-1.32338,-0.42419,-0.01835,-0.14358,pedestrian
7824,2,18,170.92118,-34.23744,195.5218,-1.32393,-0.42865,-0.02424,-0.13441,pedestrian
7825,2,19,170.86989,-34.25563,195.67531,-1.32538,-0.43236,-0.03,-0.12643,pedestrian
7826,2,20,170.81849,-34.2734,195.83067,-1.32772,-0.43561,-0.03511,-0.11983,pedestrian
7827,2,21,170.7667,-34.29083,195.9875,-1.33081,-0.43863,-0.03909,-0.11466,pedestrian
7828,2,22,170.71441,-34.30801,196.14547,-1.33445,-0.44162,-0.04157,-0.11085,pedestrian
7829,2,23,170.66191,-34.32565,196.30421,-1.33854,-0.44451,-0.04225,-0.10828,pedestrian
7830,2,24,170.60866,-34.34356,196.46341,-1.3428,-0.44728,-0.04092,-0.10697,pedestrian
7831,2,25,170.55477,-34.36163,196.62272,-1.34695,-0.44995,-0.03757,-0.10692,pedestrian
7832,2,26,170.50058,-34.38007,196.78184,-1.35084,-0.45249,-0.03225,-0.10821,pedestrian
7833,2,27,170.44591,-34.39886,196.94043,-1.35429,-0.45483,-0.02512,-0.11099,pedestrian
7834,2,28,170.39093,-34.41749,197.0982,-1.35713,-0.45714,-0.01639,-0.11541,pedestrian
7835,2,29,170.33573,-34.43611,197.25483,-1.35926,-0.45954,-0.00633,-0.12158,pedestrian
7836,2,30,170.28041,-34.45521,197.41,-1.36061,-0.46193,0.00475,-0.12962,pedestrian
7837,2,31,170.22477,-34.47432,197.56343,-1.36102,-0.46443,0.01652,-0.13972,pedestrian
7838,2,32,170.16882,-34.49338,197.71479,-1.36037,-0.46719,0.02852,-0.15203,pedestrian
7839,2,33,170.11269,-34.51229,197.8638,-1.35853,-0.4704,0.04026,-0.16661,pedestrian
7840,2,34,170.05662,-34.53087,198.01013,-1.35552,-0.47434,0.05115,-0.18344,pedestrian
7841,2,35,170.00081,-34.54898,198.15348,-1.35143,-0.47936,0.06067,-0.20228,pedestrian
7842,2,36,169.94534,-34.56675,198.29352,-1.34636,-0.48576,0.06831,-0.22272,pedestrian
7843,2,37,169.89099,-34.58498,198.42993,-1.34077,-0.49353,0.07375,-0.2443,pedestrian
7844,2,38,169.837,-34.60307,198.56238,-1.3348,-0.5029,0.07684,-0.2665,pedestrian
7845,2,39,169.78342,-34.62108,198.69053,-1.3286,-0.51409,0.07748,-0.28864,pedestrian
7846,2,40,169.72968,-34.64009,198.81403,-1.32212,-0.52687,0.0755,-0.31008,pedestrian
7847,2,41,169.67719,-34.65988,198.93252,-1.31584,-0.54113,0.07088,-0.33029,pedestrian
7848,2,42,169.62561,-34.68066,199.04566,-1.31015,-0.55664,0.06381,-0.34883,pedestrian
7849,2,43,169.57467,-34.70176,199.15308,-1.30531,-0.57348,0.05468,-0.36529,pedestrian
7850,2,44,169.52453,-34.72328,199.25445,-1.30165,-0.59166,0.04405,-0.37918,pedestrian
7851,2,45,169.47432,-34.74556,199.34942,-1.29914,-0.61107,0.03252,-0.38994,pedestrian
7852,2,46,169.42397,-34.76868,199.43765,-1.29773,-0.63156,0.02065,-0.39704,pedestrian
7853,2,47,169.37348,-34.79242,199.51883,-1.29735,-0.65308,0.00892,-0.39993,pedestrian
7854,2,48,169.32272,-34.81774,199.59264,-1.29789,-0.67516,-0.00227,-0.39814,pedestrian
7855,2,49,169.27165,-34.84463,199.65882,-1.29923,-0.69734,-0.0126,-0.39141,pedestrian
7856,2,50,169.22034,-34.87297,199.71708,-1.30123,-0.7192,-0.02184,-0.3797,pedestrian
7857,2,51,169.16866,-34.90272,199.7672,-1.30377,-0.74032,-0.02981,-0.36313,pedestrian
7858,2,52,169.11663,-34.93379,199.80896,-1.30668,-0.76031,-0.03643,-0.34201,pedestrian
7859,2,53,169.06387,-34.96645,199.84221,-1.30967,-0.77866,-0.04175,-0.31683,pedestrian
7860,2,54,169.01084,-34.99955,199.8668,-1.31263,-0.79533,-0.04593,-0.28818,pedestrian
7861,2,55,168.95769,-35.0333,199.88453,-1.31552,-0.81017,-0.04918,-0.25661,pedestrian
7862,2,56,168.90442,-35.06762,199.89538,-1.31829,-0.82306,-0.0517,-0.22266,pedestrian
7863,2,57,168.85103,-35.10243,199.89932,-1.32091,-0.83391,-0.05367,-0.18689,pedestrian
7864,2,58,168.79782,-35.13722,199.89429,-1.32348,-0.84282,-0.05525,-0.14976,pedestrian
7865,2,59,168.74468,-35.17204,199.88024,-1.32605,-0.84984,-0.05651,-0.11165,pedestrian
7866,2,60,168.69159,-35.20692,199.8572,-1.32867,-0.85503,-0.05749,-0.07284,pedestrian
7867,2,61,168.63837,-35.242,199.82523,-1.33132,-0.85833,-0.05818,-0.03358,pedestrian
7868,2,62,168.58505,-35.27718,199.78659,-1.33399,-0.85974,-0.0586,0.00585,pedestrian
7869,2,63,168.53162,-35.31239,199.7414,-1.33666,-0.85923,-0.05875,0.04521,pedestrian
7870,2,64,168.47808,-35.34755,199.68976,-1.33934,-0.85683,-0.05864,0.08422,pedestrian
7871,2,65,168.42444,-35.38258,199.6318,-1.34199,-0.85253,-0.05827,0.12261,pedestrian
