,trackId,frame,xCenter,yCenter,heading,xVelocity,yVelocity,xAcceleration,yAcceleration,class
180410,14,928,5.22106,-10.13548,325.9337,1.57758,-1.05014,-0.06758,-0.03434,pedestrian
180411,14,929,5.28394,-10.17715,325.92422,1.57716,-1.05271,-0.07244,-0.0333,pedestrian
180412,14,930,5.3467,-10.21888,325.91213,1.57665,-1.05539,-0.07916,-0.03124,pedestrian
180413,14,931,5.40972,-10.2608,325.8975,1.57586,-1.05812,-0.08778,-0.02805,pedestrian
180414,14,932,5.47286,-10.30278,325.88042,1.57466,-1.06087,-0.09829,-0.02362,pedestrian
180415,14,933,5.53622,-10.34507,325.86095,1.57286,-1.06351,-0.11056,-0.01786,pedestrian
180416,14,934,5.60006,-10.38765,325.8392,1.57016,-1.06591,-0.12438,-0.01075,pedestrian
180417,14,935,5.66445,-10.43083,325.81523,1.56623,-1.06781,-0.13931,-0.00238,pedestrian
180418,14,936,5.72948,-10.47454,325.78913,1.56071,-1.06897,-0.15467,0.00701,pedestrian
180419,14,937,5.79476,-10.51837,325.76099,1.55339,-1.06933,-0.16961,0.01708,pedestrian
180420,14,938,5.86021,-10.56276,325.73089,1.54409,-1.06863,-0.18308,0.0274,pedestrian
180421,14,939,5.92437,-10.6065,325.69893,1.53323,-1.06712,-0.19413,0.03755,pedestrian
180422,14,940,5.987,-10.65017,325.66519,1.52135,-1.06479,-0.20212,0.0472,pedestrian
180423,14,941,6.04831,-10.69315,325.62974,1.5089,-1.06191,-0.20672,0.05613,pedestrian
180424,14,942,6.10833,-10.73608,325.59269,1.49633,-1.05846,-0.20785,0.06417,pedestrian
180425,14,943,6.16725,-10.77899,325.55409,1.48403,-1.05445,-0.20568,0.07116,pedestrian
180426,14,944,6.2253,-10.82156,325.51404,1.47227,-1.04998,-0.20049,0.07692,pedestrian
180427,14,945,6.28266,-10.86388,325.47258,1.46127,-1.04512,-0.19269,0.08132,pedestrian
180428,14,946,6.33964,-10.906,325.42979,1.45111,-1.03994,-0.18273,0.08424,pedestrian
180429,14,947,6.39643,-10.94825,325.38572,1.44179,-1.03436,-0.17097,0.0855,pedestrian
180430,14,948,6.45361,-10.99049,325.34041,1.43308,-1.02835,-0.15767,0.08484,pedestrian
180431,14,949,6.51044,-11.03216,325.2939,1.42505,-1.02212,-0.14292,0.082,pedestrian
180432,14,950,6.56666,-11.07304,325.24622,1.41788,-1.01599,-0.12691,0.0769,pedestrian
180433,14,951,6.62227,-11.1131,325.19741,1.41175,-1.01026,-0.10989,0.06959,pedestrian
180434,14,952,6.67736,-11.1524,325.14748,1.40681,-1.00525,-0.09223,0.06033,pedestrian
180435,14,953,6.73163,-11.19096,325.09646,1.40336,-1.00125,-0.07446,0.04954,pedestrian
180436,14,954,6.78549,-11.22893,325.04437,1.4015,-0.99849,-0.05722,0.03781,pedestrian
180437,14,955,6.83952,-11.26687,324.99122,1.40113,-0.997,-0.0412,0.02578,pedestrian
180438,14,956,6.89382,-11.30484,324.93703,1.40208,-0.99674,-0.02699,0.01406,pedestrian
180439,14,957,6.94846,-11.34291,324.88182,1.40417,-0.99767,-0.01508,0.00325,pedestrian
