,trackId,frame,xCenter,yCenter,heading,xVelocity,yVelocity,xAcceleration,yAcceleration,class
132497,9,40,69.15007,-39.64262,312.52162,0.68397,-0.80383,0.39821,-0.22813,pedestrian
132498,9,41,69.17767,-39.67482,312.56325,0.70118,-0.81378,0.40403,-0.23136,pedestrian
132499,9,42,69.20581,-39.70723,312.61487,0.71872,-0.82399,0.40878,-0.23389,pedestrian
132500,9,43,69.23465,-39.74004,312.67572,0.73654,-0.83444,0.41239,-0.23559,pedestrian
132501,9,44,69.26414,-39.77317,312.74573,0.75463,-0.84513,0.41478,-0.23635,pedestrian
132502,9,45,69.29432,-39.80666,312.82449,0.77294,-0.85605,0.41584,-0.23602,pedestrian
132503,9,46,69.32523,-39.8406,312.91143,0.79144,-0.86715,0.41546,-0.23444,pedestrian
132504,9,47,69.35706,-39.87502,313.0063,0.80998,-0.87837,0.41358,-0.23146,pedestrian
132505,9,48,69.38986,-39.91,313.10871,0.82842,-0.88961,0.41016,-0.22695,pedestrian
132506,9,49,69.42336,-39.94534,313.21824,0.84671,-0.90083,0.40523,-0.22078,pedestrian
132507,9,50,69.45764,-39.98125,313.3345,0.86477,-0.91193,0.39881,-0.21285,pedestrian
132508,9,51,69.49268,-40.01774,313.45711,0.88252,-0.92278,0.39093,-0.20308,pedestrian
132509,9,52,69.52874,-40.05493,313.58568,0.89977,-0.93319,0.38169,-0.19146,pedestrian
132510,9,53,69.56572,-40.09282,313.71982,0.91638,-0.94297,0.37126,-0.17808,pedestrian
132511,9,54,69.60367,-40.13156,313.85916,0.93218,-0.95187,0.35992,-0.16314,pedestrian
132512,9,55,69.64231,-40.17094,314.00331,0.94709,-0.95969,0.34799,-0.14697,pedestrian
132513,9,56,69.68153,-40.21094,314.15192,0.96111,-0.96628,0.33581,-0.13,pedestrian
132514,9,57,69.72101,-40.25129,314.3046,0.97433,-0.97154,0.32368,-0.11272,pedestrian
132515,9,58,69.76074,-40.29136,314.461,0.98687,-0.97567,0.3118,-0.09557,pedestrian
132516,9,59,69.80038,-40.33144,314.62074,0.99896,-0.97872,0.30023,-0.07888,pedestrian
132517,9,60,69.84019,-40.37124,314.78346,1.01075,-0.98086,0.28891,-0.0629,pedestrian
132518,9,61,69.88029,-40.41085,314.9488,1.02231,-0.98224,0.27767,-0.04778,pedestrian
132519,9,62,69.92087,-40.45034,315.11638,1.03363,-0.98295,0.26634,-0.0336,pedestrian
132520,9,63,69.96197,-40.48973,315.28585,1.04468,-0.98307,0.25477,-0.02039,pedestrian
132521,9,64,70.00368,-40.52905,315.45686,1.05539,-0.98267,0.24284,-0.00815,pedestrian
132522,9,65,70.04605,-40.56832,315.62904,1.06563,-0.9818,0.23048,0.00312,pedestrian
132523,9,66,70.08916,-40.60765,315.80206,1.07526,-0.98046,0.21776,0.01342,pedestrian
132524,9,67,70.13289,-40.64692,315.97558,1.08416,-0.97867,0.20479,0.02274,pedestrian
132525,9,68,70.17698,-40.68655,316.14926,1.09231,-0.97632,0.19176,0.03098,pedestrian
132526,9,69,70.22161,-40.72603,316.32279,1.09964,-0.97345,0.17889,0.03799,pedestrian
132527,9,70,70.26649,-40.7651,316.49585,1.10614,-0.97024,0.16641,0.04368,pedestrian
132528,9,71,70.31129,-40.80394,316.66814,1.11198,-0.96678,0.15452,0.048,pedestrian
132529,9,72,70.35622,-40.84227,316.83937,1.11722,-0.96326,0.14333,0.051,pedestrian
132530,9,73,70.40126,-40.8803,317.00926,1.12191,-0.95981,0.13294,0.05279,pedestrian
132531,9,74,70.44625,-40.91803,317.17754,1.12618,-0.95653,0.12339,0.05355,pedestrian
132532,9,75,70.49091,-40.95495,317.34395,1.13026,-0.95374,0.11459,0.05359,pedestrian
132533,9,76,70.53584,-40.99185,317.50825,1.13414,-0.95144,0.10642,0.05331,pedestrian
132534,9,77,70.58087,-41.02874,317.67021,1.13787,-0.94959,0.09874,0.05307,pedestrian
132535,9,78,70.62611,-41.06584,317.8296,1.14143,-0.94809,0.09143,0.0532,pedestrian
132536,9,79,70.67156,-41.1032,317.98622,1.14481,-0.9468,0.08438,0.05391,pedestrian
132537,9,80,70.71752,-41.14087,318.13988,1.14786,-0.94554,0.07758,0.05531,pedestrian
132538,9,81,70.76391,-41.17906,318.29038,1.15048,-0.94405,0.0711,0.05737,pedestrian
132539,9,82,70.81048,-41.21744,318.43755,1.15264,-0.94222,0.06508,0.0599,pedestrian
132540,9,83,70.85705,-41.25593,318.58122,1.1544,-0.93996,0.05968,0.06267,pedestrian
132541,9,84,70.90358,-41.29444,318.72121,1.15581,-0.93719,0.055,0.06538,pedestrian
132542,9,85,70.94981,-41.3327,318.85739,1.15706,-0.93399,0.0511,0.06776,pedestrian
132543,9,86,70.99563,-41.37076,318.98959,1.15835,-0.93039,0.04787,0.06955,pedestrian
132544,9,87,71.04114,-41.40838,319.11765,1.15986,-0.92653,0.04511,0.07055,pedestrian
132545,9,88,71.08655,-41.44557,319.24145,1.16167,-0.92256,0.04251,0.07066,pedestrian
132546,9,89,71.13207,-41.48239,319.36084,1.16377,-0.91859,0.03975,0.06985,pedestrian
132547,9,90,71.17777,-41.51888,319.47568,1.1661,-0.91474,0.03653,0.06816,pedestrian
132548,9,91,71.22381,-41.55517,319.58584,1.16857,-0.91105,0.03261,0.06567,pedestrian
132549,9,92,71.27039,-41.59138,319.69122,1.17095,-0.90753,0.02786,0.06244,pedestrian
132550,9,93,71.31752,-41.62751,319.79169,1.17303,-0.9042,0.0223,0.05851,pedestrian
132551,9,94,71.36523,-41.66355,319.88715,1.17458,-0.90105,0.01608,0.05393,pedestrian
132552,9,95,71.41308,-41.69984,319.97753,1.17555,-0.89797,0.00946,0.04865,pedestrian
132553,9,96,71.46083,-41.73582,320.06273,1.17596,-0.89506,0.00271,0.04261,pedestrian
132554,9,97,71.50847,-41.77155,320.14271,1.17586,-0.8924,-0.00397,0.03581,pedestrian
132555,9,98,71.55584,-41.80702,320.2174,1.17535,-0.8901,-0.01043,0.02828,pedestrian
132556,9,99,71.60302,-41.84226,320.28678,1.17452,-0.88823,-0.01659,0.02011,pedestrian
132557,9,100,71.64995,-41.87716,320.35081,1.17346,-0.88694,-0.02242,0.01145,pedestrian
132558,9,101,71.69654,-41.91168,320.40948,1.1723,-0.88637,-0.02799,0.00256,pedestrian
132559,9,102,71.74301,-41.94613,320.4628,1.17107,-0.88656,-0.03341,-0.00627,pedestrian
132560,9,103,71.78955,-41.98055,320.51078,1.16974,-0.88752,-0.03878,-0.0147,pedestrian
132561,9,104,71.83617,-42.01513,320.55345,1.16825,-0.88919,-0.04418,-0.02241,pedestrian
132562,9,105,71.88297,-42.05005,320.59084,1.1665,-0.89144,-0.04962,-0.02914,pedestrian
132563,9,106,71.93003,-42.08546,320.62301,1.16435,-0.89406,-0.05499,-0.03476,pedestrian
132564,9,107,71.97724,-42.12133,320.65003,1.16172,-0.89688,-0.06013,-0.03921,pedestrian
132565,9,108,72.0244,-42.15753,320.67197,1.15859,-0.89976,-0.06481,-0.04258,pedestrian
132566,9,109,72.0714,-42.19382,320.6889,1.15499,-0.90266,-0.06879,-0.04494,pedestrian
132567,9,110,72.11807,-42.23033,320.70092,1.15102,-0.90552,-0.07188,-0.04639,pedestrian
132568,9,111,72.16424,-42.26687,320.70812,1.14685,-0.90831,-0.07396,-0.04705,pedestrian
132569,9,112,72.20967,-42.30325,320.71059,1.14275,-0.91113,-0.07507,-0.04695,pedestrian
132570,9,113,72.25465,-42.33947,320.70843,1.13887,-0.91405,-0.07537,-0.04607,pedestrian
132571,9,114,72.29924,-42.37559,320.70175,1.13534,-0.91713,-0.07512,-0.04427,pedestrian
132572,9,115,72.34353,-42.41192,320.69064,1.13225,-0.92029,-0.07463,-0.04142,pedestrian
132573,9,116,72.38786,-42.44831,320.6752,1.12954,-0.92352,-0.07421,-0.03738,pedestrian
132574,9,117,72.43209,-42.4852,320.65553,1.1272,-0.92663,-0.07416,-0.03208,pedestrian
132575,9,118,72.47661,-42.52232,320.63171,1.12507,-0.9295,-0.07469,-0.02549,pedestrian
132576,9,119,72.52162,-42.55975,320.60385,1.1229,-0.93203,-0.07588,-0.01766,pedestrian
132577,9,120,72.567,-42.59798,320.57202,1.12046,-0.93386,-0.07764,-0.00878,pedestrian
132578,9,121,72.6125,-42.63663,320.53631,1.11765,-0.93482,-0.07975,0.00079,pedestrian
132579,9,122,72.65811,-42.67563,320.49678,1.11437,-0.93476,-0.08195,0.0106,pedestrian
132580,9,123,72.70358,-42.71448,320.45351,1.11062,-0.93372,-0.08393,0.02015,pedestrian
132581,9,124,72.74874,-42.75305,320.40655,1.10647,-0.9318,-0.08539,0.029,pedestrian
132582,9,125,72.79364,-42.79142,320.35597,1.10198,-0.92908,-0.08611,0.03679,pedestrian
132583,9,126,72.83817,-42.82952,320.30181,1.09725,-0.92566,-0.08589,0.04317,pedestrian
132584,9,127,72.88216,-42.8671,320.24411,1.09247,-0.92175,-0.08461,0.0479,pedestrian
132585,9,128,72.92586,-42.90399,320.18292,1.0877,-0.91763,-0.08224,0.05088,pedestrian
132586,9,129,72.96921,-42.9404,320.11825,1.08307,-0.91349,-0.07879,0.05213,pedestrian
132587,9,130,73.01215,-42.97646,320.05016,1.07871,-0.90948,-0.07431,0.05177,pedestrian
132588,9,131,73.05507,-43.01263,319.97866,1.07459,-0.90555,-0.06889,0.04989,pedestrian
132589,9,132,73.09751,-43.04822,319.90378,1.07089,-0.90193,-0.06263,0.04662,pedestrian
132590,9,133,73.1399,-43.08378,319.82555,1.06759,-0.89863,-0.05567,0.04213,pedestrian
132591,9,134,73.18226,-43.11926,319.74399,1.06469,-0.89568,-0.04813,0.03656,pedestrian
132592,9,135,73.22461,-43.15472,319.65912,1.06217,-0.8931,-0.04009,0.03003,pedestrian
132593,9,136,73.26674,-43.19012,319.57097,1.06011,-0.89089,-0.03162,0.02266,pedestrian
132594,9,137,73.30859,-43.22551,319.47956,1.05859,-0.88907,-0.02287,0.01451,pedestrian
132595,9,138,73.35009,-43.26079,319.38491,1.05776,-0.88769,-0.01404,0.00568,pedestrian
132596,9,139,73.39145,-43.29583,319.28706,1.05765,-0.88684,-0.00544,-0.00372,pedestrian
132597,9,140,73.4325,-43.3309,319.18602,1.05839,-0.88653,0.00261,-0.01355,pedestrian
132598,9,141,73.47358,-43.36587,319.08182,1.05995,-0.88681,0.00969,-0.02367,pedestrian
132599,9,142,73.51495,-43.40082,318.9745,1.06221,-0.88772,0.01543,-0.03391,pedestrian
132600,9,143,73.5567,-43.4358,318.86407,1.065,-0.88925,0.01956,-0.04409,pedestrian
132601,9,144,73.59898,-43.47092,318.75057,1.06809,-0.89139,0.0219,-0.05405,pedestrian
132602,9,145,73.64187,-43.50627,318.63406,1.07121,-0.89407,0.02242,-0.06365,pedestrian
132603,9,146,73.68512,-43.54218,318.51457,1.0742,-0.89709,0.02119,-0.07286,pedestrian
132604,9,147,73.729,-43.57829,318.39216,1.07679,-0.90042,0.01844,-0.08171,pedestrian
132605,9,148,73.77308,-43.61483,318.2669,1.07887,-0.90391,0.01446,-0.09031,pedestrian
132606,9,149,73.81724,-43.65151,318.13888,1.08039,-0.90757,0.00956,-0.0988,pedestrian
132607,9,150,73.86131,-43.68823,318.00816,1.08137,-0.91143,0.00405,-0.1073,pedestrian
132608,9,151,73.90511,-43.72477,317.87486,1.08192,-0.91564,-0.00187,-0.11588,pedestrian
132609,9,152,73.94864,-43.7612,317.73908,1.08213,-0.9203,-0.00804,-0.12448,pedestrian
132610,9,153,73.992,-43.79761,317.60093,1.08206,-0.92551,-0.01444,-0.13298,pedestrian
132611,9,154,74.03511,-43.83401,317.46056,1.0818,-0.93135,-0.02106,-0.14118,pedestrian
132612,9,155,74.07807,-43.8706,317.31809,1.08139,-0.93783,-0.02798,-0.14883,pedestrian
132613,9,156,74.12111,-43.90748,317.17369,1.08078,-0.94491,-0.03527,-0.15571,pedestrian
132614,9,157,74.16431,-43.94475,317.02751,1.07988,-0.95253,-0.04298,-0.16157,pedestrian
132615,9,158,74.20778,-43.98249,316.87974,1.07855,-0.96058,-0.05105,-0.16625,pedestrian
132616,9,159,74.25139,-44.02088,316.73054,1.07669,-0.96888,-0.05934,-0.16963,pedestrian
132617,9,160,74.29513,-44.0599,316.58013,1.07422,-0.97726,-0.06767,-0.17171,pedestrian
132618,9,161,74.33875,-44.09938,316.42869,1.07113,-0.98563,-0.07581,-0.17255,pedestrian
132619,9,162,74.38219,-44.13934,316.27644,1.06745,-0.99388,-0.08353,-0.17225,pedestrian
132620,9,163,74.42529,-44.17966,316.12359,1.06327,-1.00194,-0.09066,-0.17094,pedestrian
132621,9,164,74.46781,-44.22007,315.97036,1.05879,-1.00987,-0.09711,-0.16873,pedestrian
132622,9,165,74.50971,-44.26064,315.81696,1.05419,-1.0177,-0.10293,-0.16565,pedestrian
132623,9,166,74.55116,-44.30113,315.66363,1.04962,-1.02555,-0.10829,-0.16164,pedestrian
132624,9,167,74.59222,-44.34161,315.51058,1.04516,-1.0335,-0.11341,-0.15656,pedestrian
132625,9,168,74.63293,-44.38256,315.35803,1.04091,-1.04145,-0.1186,-0.15021,pedestrian
132626,9,169,74.67377,-44.42388,315.20621,1.03673,-1.04934,-0.12412,-0.14243,pedestrian
132627,9,170,74.71488,-44.4657,315.05534,1.03243,-1.05702,-0.13014,-0.1331,pedestrian
132628,9,171,74.75634,-44.50804,314.90562,1.02778,-1.06434,-0.13665,-0.12218,pedestrian
132629,9,172,74.79783,-44.55117,314.75727,1.02268,-1.07105,-0.14353,-0.10974,pedestrian
132630,9,173,74.83932,-44.59505,314.61049,1.01703,-1.07687,-0.15058,-0.09599,pedestrian
132631,9,174,74.88097,-44.63959,314.4655,1.01065,-1.08159,-0.15753,-0.08132,pedestrian
132632,9,175,74.92252,-44.6846,314.32249,1.0035,-1.08506,-0.164,-0.06621,pedestrian
132633,9,176,74.96379,-44.72972,314.18165,0.99558,-1.08725,-0.16959,-0.05119,pedestrian
132634,9,177,75.00456,-44.77457,314.04316,0.98701,-1.08831,-0.17392,-0.03676,pedestrian
132635,9,178,75.04476,-44.8193,313.9072,0.97792,-1.08833,-0.17668,-0.0233,pedestrian
132636,9,179,75.08442,-44.86391,313.77394,0.96844,-1.08739,-0.17762,-0.01116,pedestrian
132637,9,180,75.12356,-44.90853,313.64352,0.95872,-1.08551,-0.17655,-0.00071,pedestrian
132638,9,181,75.16183,-44.95255,313.51611,0.94901,-1.08298,-0.17337,0.00779,pedestrian
132639,9,182,75.19942,-44.99593,313.39183,0.93952,-1.08009,-0.16812,0.01423,pedestrian
