,trackId,frame,xCenter,yCenter,heading,xVelocity,yVelocity,xAcceleration,yAcceleration,class
158,1,0,100.02239,-93.32916,143.11253,-1.13623,0.73336,0.04302,0.27587,pedestrian
159,1,1,99.97689,-93.29951,143.02741,-1.13554,0.74454,0.04553,0.28099,pedestrian
160,1,2,99.93167,-93.26957,142.92034,-1.13481,0.75596,0.04889,0.28598,pedestrian
161,1,3,99.88663,-93.23919,142.79203,-1.13408,0.76762,0.05318,0.29081,pedestrian
162,1,4,99.8416,-93.20816,142.6432,-1.13328,0.77943,0.05849,0.29548,pedestrian
163,1,5,99.79671,-93.17657,142.47458,-1.13244,0.79136,0.06494,0.30004,pedestrian
164,1,6,99.7518,-93.14431,142.28688,-1.13147,0.80332,0.07263,0.30457,pedestrian
165,1,7,99.70682,-93.1113,142.08083,-1.13028,0.81521,0.08165,0.30923,pedestrian
166,1,8,99.66167,-93.0776,141.85718,-1.12872,0.82695,0.09205,0.31426,pedestrian
167,1,9,99.61642,-93.04337,141.61666,-1.12668,0.83853,0.10379,0.31994,pedestrian
168,1,10,99.57105,-93.00852,141.35999,-1.12402,0.84991,0.11678,0.32659,pedestrian
169,1,11,99.52571,-92.97312,141.08794,-1.12065,0.86111,0.13089,0.33454,pedestrian
170,1,12,99.48035,-92.93734,140.80124,-1.11646,0.87219,0.14594,0.34416,pedestrian
171,1,13,99.43518,-92.90128,140.50064,-1.11142,0.8833,0.16173,0.35576,pedestrian
172,1,14,99.3901,-92.86474,140.18689,-1.10544,0.89451,0.17803,0.36964,pedestrian
173,1,15,99.34503,-92.82785,139.86076,-1.09842,0.90595,0.19457,0.38606,pedestrian
174,1,16,99.30008,-92.79055,139.52299,-1.09026,0.91774,0.21099,0.40528,pedestrian
175,1,17,99.25523,-92.75305,139.17437,-1.08089,0.93011,0.22689,0.4275,pedestrian
176,1,18,99.21073,-92.7157,138.81566,-1.07029,0.94346,0.24181,0.45275,pedestrian
177,1,19,99.16672,-92.67853,138.44766,-1.05855,0.95818,0.2553,0.48086,pedestrian
178,1,20,99.12287,-92.64092,138.07115,-1.04559,0.97447,0.26685,0.51151,pedestrian
179,1,21,99.07979,-92.60335,137.68695,-1.03157,0.99271,0.27597,0.54422,pedestrian
180,1,22,99.03738,-92.56542,137.29586,-1.01664,1.01315,0.28219,0.57835,pedestrian
181,1,23,98.99562,-92.52702,136.89872,-1.00093,1.03598,0.28509,0.61313,pedestrian
182,1,24,98.95474,-92.48791,136.49634,-0.98468,1.06134,0.28428,0.6477,pedestrian
183,1,25,98.91471,-92.44759,136.08957,-0.96811,1.08914,0.27946,0.68118,pedestrian
184,1,26,98.87553,-92.40638,135.67923,-0.95147,1.11944,0.27037,0.71269,pedestrian
185,1,27,98.83707,-92.36412,135.26617,-0.93494,1.15223,0.25681,0.74126,pedestrian
186,1,28,98.7997,-92.32116,134.85119,-0.91888,1.18765,0.23865,0.7658,pedestrian
187,1,29,98.76327,-92.27735,134.43511,-0.90361,1.22578,0.21589,0.78504,pedestrian
188,1,30,98.72792,-92.23021,134.01872,-0.88949,1.26569,0.18863,0.79788,pedestrian
189,1,31,98.69386,-92.17974,133.60278,-0.87701,1.30644,0.15721,0.80378,pedestrian
190,1,32,98.66106,-92.12582,133.18801,-0.86664,1.347,0.12219,0.80278,pedestrian
191,1,33,98.62977,-92.06833,132.7751,-0.85899,1.38634,0.08443,0.79553,pedestrian
192,1,34,98.59856,-92.00922,132.36467,-0.85409,1.42419,0.04496,0.78297,pedestrian
193,1,35,98.56724,-91.94874,131.95732,-0.85188,1.46037,0.00471,0.76606,pedestrian
194,1,36,98.53548,-91.88718,131.55356,-0.85222,1.49487,-0.0355,0.74566,pedestrian
195,1,37,98.50366,-91.82464,131.15386,-0.85507,1.52769,-0.07492,0.72251,pedestrian
196,1,38,98.47146,-91.76092,130.75866,-0.86033,1.55878,-0.11286,0.6973,pedestrian
197,1,39,98.43876,-91.6965,130.36833,-0.86783,1.58825,-0.1487,0.67058,pedestrian
198,1,40,98.40542,-91.63122,129.98318,-0.87736,1.61616,-0.18191,0.6428,pedestrian
199,1,41,98.37131,-91.56527,129.60351,-0.88867,1.64265,-0.21208,0.61426,pedestrian
200,1,42,98.33637,-91.49845,129.22956,-0.90149,1.66775,-0.2389,0.58521,pedestrian
201,1,43,98.30033,-91.43058,128.86152,-0.91548,1.69141,-0.26221,0.55584,pedestrian
202,1,44,98.26353,-91.36195,128.49957,-0.93041,1.71368,-0.28198,0.52636,pedestrian
203,1,45,98.22622,-91.29263,128.14382,-0.94618,1.73463,-0.29817,0.4969,pedestrian
204,1,46,98.18822,-91.22254,127.79439,-0.96263,1.75428,-0.31076,0.46757,pedestrian
205,1,47,98.14947,-91.15159,127.45133,-0.97959,1.7726,-0.31972,0.43849,pedestrian
206,1,48,98.10981,-91.08,127.1147,-0.99681,1.78962,-0.3251,0.40977,pedestrian
207,1,49,98.06931,-91.00781,126.7845,-1.01411,1.80538,-0.32699,0.38152,pedestrian
208,1,50,98.02816,-90.93507,126.46073,-1.03135,1.81992,-0.32549,0.3538,pedestrian
209,1,51,97.98639,-90.862,126.14337,-1.04843,1.83336,-0.32071,0.32666,pedestrian
210,1,52,97.94392,-90.78829,125.83236,-1.06521,1.84566,-0.31272,0.30011,pedestrian
211,1,53,97.90092,-90.71404,125.52765,-1.08161,1.85683,-0.30159,0.2742,pedestrian
212,1,54,97.85705,-90.6394,125.22916,-1.09743,1.8669,-0.2874,0.24897,pedestrian
213,1,55,97.81227,-90.56438,124.9368,-1.11241,1.87591,-0.27032,0.22449,pedestrian
214,1,56,97.76655,-90.48918,124.65046,-1.12631,1.88395,-0.25062,0.20076,pedestrian
215,1,57,97.72003,-90.41385,124.37005,-1.13891,1.89111,-0.22864,0.17776,pedestrian
216,1,58,97.673,-90.33832,124.09544,-1.15012,1.89745,-0.20481,0.15541,pedestrian
217,1,59,97.62583,-90.26248,123.82653,-1.15997,1.90298,-0.1795,0.13365,pedestrian
218,1,60,97.5785,-90.1866,123.56318,-1.1685,1.90777,-0.15298,0.11239,pedestrian
219,1,61,97.53097,-90.11061,123.30527,-1.17569,1.91187,-0.12549,0.0915,pedestrian
220,1,62,97.48324,-90.03449,123.05268,-1.18155,1.91531,-0.09723,0.07086,pedestrian
221,1,63,97.43535,-89.95812,122.80529,-1.18606,1.91804,-0.0684,0.05035,pedestrian
222,1,64,97.3874,-89.88157,122.56297,-1.18923,1.92004,-0.03914,0.02989,pedestrian
223,1,65,97.33924,-89.8048,122.32559,-1.19101,1.92124,-0.00962,0.00943,pedestrian
224,1,66,97.29092,-89.72794,122.09304,-1.19134,1.92162,0.01996,-0.01103,pedestrian
225,1,67,97.24273,-89.65097,121.86519,-1.19026,1.92114,0.04941,-0.03148,pedestrian
226,1,68,97.19472,-89.57395,121.64193,-1.18784,1.91976,0.07857,-0.05187,pedestrian
227,1,69,97.14696,-89.49695,121.42315,-1.18411,1.91747,0.10732,-0.07212,pedestrian
228,1,70,97.0995,-89.4201,121.20874,-1.17917,1.91428,0.13557,-0.09216,pedestrian
229,1,71,97.05238,-89.34353,120.9986,-1.17308,1.91026,0.1633,-0.11194,pedestrian
230,1,72,97.00536,-89.26722,120.79262,-1.16578,1.90546,0.19045,-0.13146,pedestrian
231,1,73,96.95843,-89.19119,120.59071,-1.15722,1.8999,0.21692,-0.15074,pedestrian
232,1,74,96.91162,-89.11545,120.39278,-1.14732,1.89363,0.24252,-0.16979,pedestrian
233,1,75,96.86528,-89.04009,120.19875,-1.13614,1.8867,0.26704,-0.1887,pedestrian
234,1,76,96.81963,-88.96507,120.00853,-1.12381,1.87912,0.29031,-0.20753,pedestrian
235,1,77,96.77477,-88.89035,119.82207,-1.11049,1.87091,0.31224,-0.22639,pedestrian
236,1,78,96.73044,-88.81566,119.63928,-1.09624,1.86193,0.33278,-0.24532,pedestrian
237,1,79,96.68647,-88.74112,119.46012,-1.081,1.85209,0.35184,-0.26427,pedestrian
238,1,80,96.64308,-88.66675,119.28452,-1.06484,1.84129,0.3693,-0.28312,pedestrian
239,1,81,96.60044,-88.59321,119.11243,-1.04783,1.82969,0.38503,-0.30176,pedestrian
240,1,82,96.55845,-88.51998,118.94381,-1.03005,1.81723,0.39891,-0.32014,pedestrian
241,1,83,96.5172,-88.44728,118.77863,-1.01156,1.80394,0.41083,-0.33816,pedestrian
242,1,84,96.47675,-88.37503,118.61683,-0.99247,1.78977,0.42067,-0.35574,pedestrian
243,1,85,96.43726,-88.30328,118.45838,-0.97293,1.77473,0.42837,-0.37273,pedestrian
244,1,86,96.39883,-88.232,118.30326,-0.95315,1.75876,0.43392,-0.38898,pedestrian
245,1,87,96.36149,-88.16125,118.15144,-0.93332,1.74187,0.43742,-0.40426,pedestrian
246,1,88,96.32505,-88.09107,118.00287,-0.91356,1.72403,0.43903,-0.41835,pedestrian
247,1,89,96.28944,-88.02151,117.85754,-0.89397,1.70526,0.43893,-0.43096,pedestrian
248,1,90,96.25455,-87.95286,117.7154,-0.8746,1.68566,0.43728,-0.4418,pedestrian
249,1,91,96.22026,-87.88521,117.57643,-0.85542,1.6654,0.43424,-0.45067,pedestrian
250,1,92,96.18647,-87.81875,117.44058,-0.8364,1.64471,0.42986,-0.45744,pedestrian
251,1,93,96.15326,-87.75328,117.30782,-0.81752,1.62372,0.42415,-0.46206,pedestrian
