,trackId,frame,xCenter,yCenter,heading,xVelocity,yVelocity,xAcceleration,yAcceleration,class
0,0,0,30.50378,-15.20232,227.55233,-0.82735,-0.8836,-0.01977,-0.05016,pedestrian
1,0,1,30.47075,-15.23745,227.5558,-0.82902,-0.88705,-0.0188,-0.04899,pedestrian
2,0,2,30.43761,-15.27259,227.55758,-0.83066,-0.8906,-0.01713,-0.04661,pedestrian
3,0,3,30.40438,-15.30814,227.55754,-0.83224,-0.89409,-0.01475,-0.04294,pedestrian
4,0,4,30.37088,-15.34414,227.55556,-0.83365,-0.89736,-0.01168,-0.038,pedestrian
5,0,5,30.33708,-15.38062,227.55153,-0.83475,-0.90021,-0.00802,-0.03191,pedestrian
6,0,6,30.30304,-15.41759,227.54531,-0.83546,-0.90245,-0.00396,-0.0249,pedestrian
7,0,7,30.26897,-15.45486,227.53679,-0.83574,-0.90394,0.0003,-0.01731,pedestrian
8,0,8,30.23505,-15.49215,227.52583,-0.83565,-0.90468,0.00458,-0.0095,pedestrian
9,0,9,30.20136,-15.52934,227.51233,-0.83528,-0.90471,0.00876,-0.00181,pedestrian
10,0,10,30.1678,-15.56639,227.49615,-0.83469,-0.90409,0.01277,0.00546,pedestrian
11,0,11,30.13436,-15.60292,227.47717,-0.83391,-0.90303,0.01657,0.01212,pedestrian
12,0,12,30.10104,-15.63905,227.45529,-0.83298,-0.90169,0.02016,0.0181,pedestrian
13,0,13,30.06794,-15.67481,227.43036,-0.832,-0.90024,0.02357,0.02344,pedestrian
14,0,14,30.03481,-15.71032,227.40228,-0.83093,-0.89876,0.02686,0.02828,pedestrian
15,0,15,30.00157,-15.74602,227.37092,-0.82972,-0.89718,0.03004,0.03272,pedestrian
16,0,16,29.96823,-15.78201,227.33616,-0.82831,-0.89537,0.03309,0.03679,pedestrian
17,0,17,29.93484,-15.81825,227.29787,-0.82667,-0.89322,0.03593,0.04038,pedestrian
18,0,18,29.90133,-15.85462,227.25592,-0.82472,-0.89065,0.03844,0.04332,pedestrian
19,0,19,29.86794,-15.89076,227.2102,-0.8225,-0.88774,0.04047,0.0454,pedestrian
20,0,20,29.83472,-15.92649,227.16057,-0.82006,-0.88465,0.0419,0.04651,pedestrian
21,0,21,29.80164,-15.96201,227.10691,-0.81744,-0.88145,0.04262,0.04657,pedestrian
22,0,22,29.76873,-15.99712,227.04909,-0.81469,-0.87829,0.04254,0.04558,pedestrian
23,0,23,29.73588,-16.03178,226.98698,-0.81182,-0.87534,0.04158,0.04361,pedestrian
24,0,24,29.70337,-16.0662,226.92044,-0.80896,-0.87269,0.03967,0.04084,pedestrian
25,0,25,29.67118,-16.10051,226.84935,-0.80624,-0.87039,0.03683,0.03743,pedestrian
26,0,26,29.63905,-16.13466,226.77357,-0.80366,-0.86847,0.0331,0.03359,pedestrian
27,0,27,29.60696,-16.16884,226.69296,-0.80125,-0.86692,0.02849,0.02949,pedestrian
28,0,28,29.57492,-16.20315,226.60739,-0.79901,-0.86567,0.023,0.02529,pedestrian
29,0,29,29.54302,-16.23763,226.51671,-0.79702,-0.86464,0.01665,0.02104,pedestrian
30,0,30,29.51128,-16.27211,226.4208,-0.79532,-0.86381,0.00946,0.0168,pedestrian
31,0,31,29.47987,-16.30634,226.31952,-0.79407,-0.86327,0.0015,0.01261,pedestrian
32,0,32,29.44865,-16.3406,226.21274,-0.79336,-0.86301,-0.00706,0.00858,pedestrian
33,0,33,29.41753,-16.37489,226.10032,-0.79324,-0.863,-0.01605,0.00478,pedestrian
34,0,34,29.38652,-16.40914,225.98216,-0.79377,-0.86325,-0.02524,0.00129,pedestrian
35,0,35,29.35561,-16.44317,225.85813,-0.79502,-0.86384,-0.03438,-0.00177,pedestrian
36,0,36,29.32461,-16.47717,225.72811,-0.79696,-0.86477,-0.0432,-0.00424,pedestrian
37,0,37,29.29341,-16.51125,225.592,-0.79954,-0.866,-0.05146,-0.00593,pedestrian
38,0,38,29.26193,-16.54545,225.44971,-0.80266,-0.86748,-0.05895,-0.0067,pedestrian
